Token,Adapted,EngCategory,POS,NE
generaron,_,_,VERB,O
ganancias,_,_,NOUN,O
mudarse,_,_,PROPN,O
San,_,_,PROPN,B
Diego,_,_,PROPN,I
surfear,_,_,VERB,O
fundar,_,_,VERB,O
Nupedia,_,_,PROPN,B
revisión,_,_,NOUN,O
pares,_,_,NOUN,O
escritos,_,_,ADJ,O
expertos,_,_,NOUN,O
expertos,_,_,ADJ,O
embrión,_,_,NOUN,O
Transcurría,_,_,VERB,B
Kira,_,_,PROPN,B
prosperó,_,_,VERB,O
socios,_,_,NOUN,O
apostaron,_,_,VERB,O
crecimiento,_,_,NOUN,O
obsesionó,_,_,VERB,O
abierta,_,_,ADJ,O
focalizó,_,_,VERB,O
lleno,_,_,NOUN,O
lleno,_,_,ADJ,O
Así,_,_,ADV,B
enero,_,_,NOUN,O
enero,_,_,NOUN,I
2001,_,_,NUM,O
www.wikipedia.org,_,_,PROPN,O
alcance,_,_,NOUN,I
wiki,_,_,PROPN,O
permite,_,_,VERB,O
usuarios,_,_,NOUN,O
crear,_,_,VERB,O
colectivamente,_,_,ADV,O
contenido,_,_,NOUN,O
editarlo,_,_,PROPN,O
millón,_,_,NOUN,O
editado,_,_,VERB,O
artículo,_,_,NOUN,O
distintivo,_,_,ADJ,I
plataforma,_,_,NOUN,I
plataforma,_,_,NOUN,O
editar,_,_,VERB,O
publicación,_,_,NOUN,O
existe,_,_,VERB,O
80.000,_,_,NUM,O
voluntarios,_,_,NOUN,O
alrededor,_,_,ADV,O
velan,_,_,VERB,O
edición,_,_,NOUN,O
malintencionada,_,_,ADJ,O
errores,_,_,NOUN,O
devoto,_,_,NOUN,I
ejército,_,_,NOUN,I
pende,_,_,VERB,O
veracidad,_,_,NOUN,O
mantenimiento,_,_,NOUN,O
toda,_,_,DET,O
luchas,_,_,NOUN,O
egos,_,_,NOUN,O
distintas,_,_,DET,O
miradas,_,_,NOUN,O
miradas,_,_,NOUN,I
arman,_,_,VERB,O
largos,_,_,ADJ,O
pueden,_,_,AUX,O
costado,_,_,NOUN,O
disputa,_,_,NOUN,I
levanta,_,_,VERB,I
demasiado,_,_,ADV,I
demasiado,_,_,ADV,O
revuelo,_,_,NOUN,I
recurren,_,_,VERB,O
fuese,_,_,AUX,O
brujo,_,_,NOUN,O
sabio,_,_,ADJ,O
mediará,_,_,VERB,O
pesar,_,_,NOUN,O
múltiples,_,_,ADJ,O
roles,true,Insertion,ADJ,O
roles,true,Insertion,NOUN,O
roles,false,Insertion,ADJ,O
roles,false,Insertion,NOUN,O
fuera,_,_,ADV,O
activamente,_,_,ADV,O
Edito,_,_,PROPN,O
apasiona,_,_,VERB,O
haré,_,_,VERB,O
burbuja,_,_,NOUN,I
explotó,_,_,VERB,O
dejaba,_,_,AUX,O
gatear,_,_,VERB,O
giró,_,_,VERB,O
timón,_,_,NOUN,O
2003,_,_,NUM,O
anunció,_,_,VERB,O
fundación,_,_,NOUN,B
fundación,_,_,NOUN,O
Wikimedia,_,_,PROPN,I
Wikimedia,_,_,PROPN,B
mantener,_,_,VERB,O
operación,_,_,NOUN,O
Wikidata,_,_,PROPN,B
Wikcionario,_,_,PROPN,B
Wikiviajes,_,_,PROPN,B
Wikilibros,_,_,PROPN,B
2007,_,_,NOUN,O
recuadro,_,_,PROPN,O
13,_,_,NUM,I
13,_,_,NUM,O
disponible,_,_,ADJ,O
lenguas,_,_,NOUN,O
mil,_,_,NUM,O
vistas,_,_,ADJ,O
516,_,_,NUM,O
únicos,_,_,ADJ,O
mes,_,_,NOUN,O
Google,_,_,PROPN,B
Yahoo,_,_,PROPN,B
Microsoft,_,_,PROPN,B
estima,_,_,VERB,O
aceptara,_,_,VERB,O
valdría,_,_,VERB,O
Editor,_,_,NOUN,B
privilegios,_,_,NOUN,I
creció,_,_,VERB,O
junto,_,_,ADJ,O
nombrado,_,_,VERB,O
influyentes,_,_,ADJ,O
revista,_,_,NOUN,O
Time,_,_,PROPN,B
joven,_,_,ADJ,O
Davos,_,_,PROPN,B
destino,_,_,NOUN,I
llevó,_,_,VERB,I
37,_,_,NUM,O
salido,_,_,VERB,O
conferencias,_,_,NOUN,O
conferencias,_,_,ADJ,O
gozar,_,_,VERB,O
Silicon,false[29],Named Entity[29],PROPN,B
Valley,false[29],Named Entity[29],PROPN,I
Boys,false[29],Named Entity[29],PROPN,I
supera,_,_,VERB,O
incluidas,_,_,VERB,O
Wikiaun,_,_,PROPN,B
hosting,false,Insertion,NOUN,O
aloja,_,_,PROPN,O
aloja,_,_,VERB,O
gratis,_,_,PROPN,O
Corbis,_,_,PROPN,O
Corbis,_,_,PROPN,I
recibe,_,_,VERB,O
achaca,_,_,VERB,O
modificado,_,_,VERB,O
publicaciones,_,_,NOUN,O
protocolo,_,_,NOUN,O
modificación,_,_,NOUN,O
requiere,_,_,VERB,O
fáctica,_,_,ADJ,O
atribuible,_,_,ADJ,O
material,_,_,NOUN,O
publicado,_,_,ADJ,O
citado,_,_,VERB,O
corrigió,_,_,VERB,O
biografía,_,_,NOUN,O
error,_,_,NOUN,O
Siento,_,_,VERB,O
inverificable,_,_,ADJ,O
quizá,_,_,ADV,O
debería,_,_,AUX,O
intentó,_,_,VERB,O
bromear,_,_,VERB,O
ampliamente,_,_,ADV,O
criticado,_,_,ADJ,O
wikipedista,true,Insertion,ADJ,O
Otro,_,_,DET,B
conflicto,_,_,NOUN,I
gira,_,_,VERB,I
torno,_,_,NOUN,I
cofundación,_,_,NOUN,I
único,_,_,ADJ,O
contrató,_,_,VERB,O
Larry,_,_,PROPN,B
Sanger,_,_,PROPN,I
Sanger,_,_,PROPN,B
académico,_,_,NOUN,O
defensor,_,_,NOUN,O
software,false,Insertion,NOUN,O
lanzamiento,_,_,NOUN,O
atribuye,_,_,VERB,O
insiste,_,_,VERB,O
determinó,_,_,VERB,O
cofundador,_,_,NOUN,O
declinó,_,_,VERB,O
episodio,_,_,NOUN,O
queda,_,_,VERB,O
clara,_,_,ADJ,O
Larrysanger.org,_,_,PROPN,B
links,false,Insertion,NOUN,O
informa,_,_,VERB,O
rol,true,Insertion,NOUN,O
rol,true,Insertion,NOUN,I
rol,_,_,NOUN,O
rol,_,_,NOUN,I
metido,_,_,ADJ,O
diaria,_,_,ADJ,O
Conoce,_,_,VERB,B
editores,_,_,NOUN,I
editores,_,_,NOUN,O
miembros,_,_,NOUN,O
verlo,_,_,VERB,O
anuales,_,_,ADJ,O
celebran,_,_,VERB,O
venerado,_,_,VERB,O
mesías,_,_,NOUN,O
llamar,_,_,VERB,O
asistentes,_,_,NOUN,O
referencias,_,_,NOUN,O
multitudinarias,_,_,NOUN,O
entrega,_,_,VERB,O
speech,false,Insertion,NOUN,O
motivacional,_,_,ADJ,O
repasa,_,_,VERB,O
hitos,_,_,NOUN,O
alcanzados,_,_,ADJ,O
,_,_,PROPN,O
agregados,_,_,ADJ,O
ediciones,_,_,NOUN,O
festejados,_,_,VERB,O
campamento,_,_,NOUN,O
scout,false,Insertion,ADJ,O
Usted,_,_,PRON,B
hobbies,_,_,NOUN,O
Algún,_,_,DET,B
Estar,_,_,VERB,B
hobby,false,Insertion,PROPN,O
visita,_,_,VERB,O
Florida,_,_,PROPN,B
niña,_,_,NOUN,I
afloja,_,_,VERB,O
somos,_,_,AUX,O
cercanos,_,_,ADJ,O
volar,_,_,VERB,O
drones,_,_,NOUN,O
diversión,_,_,NOUN,O
damos,_,_,VERB,O
paseos,_,_,NOUN,O
parque,_,_,NOUN,O
casó,_,_,VERB,O
Kate,_,_,PROPN,B
Garvey,_,_,PROPN,I
conocida,_,_,ADJ,O
secretaria,_,_,NOUN,O
Tony,_,_,PROPN,B
Blair,_,_,PROPN,I
relaciones,_,_,NOUN,O
Freud,_,_,PROPN,B
Freud,_,_,PROPN,I
Communications,_,_,PROPN,I
bisnieto,_,_,NOUN,O
mismísimo,_,_,DET,O
Sigmund,_,_,PROPN,B
mudanza,_,_,NOUN,I
ocasionó,_,_,VERB,O
movimiento,_,_,NOUN,O
balancear,_,_,VERB,O
responsabilidades,_,_,NOUN,O
Cuesta,_,_,VERB,B
campañas,_,_,NOUN,O
inicio,_,_,NOUN,O
donaciones,_,_,NOUN,I
donantes,_,_,NOUN,O
exista,_,_,VERB,O
organizamos,_,_,VERB,O
eventos,_,_,NOUN,O
recaudar,_,_,VERB,O
dinero,_,_,NOUN,O
principales,_,_,ADJ,O
benefactores,_,_,NOUN,O
Que,_,_,SCONJ,O
pertenezca,_,_,VERB,O
filo,_,_,NOUN,O
colectiva,_,_,ADJ,I
gane,_,_,VERB,O
trascienda,_,_,PROPN,O
dure,_,_,VERB,O
Twitter,_,_,PROPN,B
despertara,_,_,VERB,O
signo,_,_,NOUN,O
cabeza,_,_,NOUN,O
intentar,_,_,AUX,O
abrir,_,_,VERB,O
apoyo,_,_,NOUN,O
publicitario,_,_,ADJ,O
revuelta,_,_,NOUN,O
granja,_,_,NOUN,O
ningún,_,_,DET,O
pago,_,_,NOUN,O
diseño,_,_,NOUN,I
diseño,_,_,NOUN,O
cambiado,_,_,VERB,O
Planean,_,_,VERB,B
estático,_,_,ADJ,O
cambiando,_,_,VERB,O
tecnología,_,_,NOUN,O
tecnología,_,_,NOUN,I
navegación,_,_,NOUN,O
esperamos,_,_,VERB,O
cambios,_,_,NOUN,O
queremos,_,_,VERB,O
parecernos,_,_,NOUN,O
pone,_,_,VERB,O
pelos,_,_,NOUN,O
punta,_,_,NOUN,O
recurrente,_,_,ADJ,O
certificar,_,_,VERB,O
cuáles,_,_,PRON,O
sido,_,_,AUX,O
desarrollados,_,_,VERB,O
área,_,_,NOUN,O
específica,_,_,ADJ,O
considero,_,_,VERB,O
pensamiento,_,_,NOUN,O
incorrecto,_,_,ADJ,O
noción,_,_,NOUN,I
experto,_,_,NOUN,O
certificado,_,_,ADJ,O
atrasa,_,_,VERB,O
Sí,_,_,ADV,B
diálogo,_,_,NOUN,O
pensado,_,_,ADJ,O
público,_,_,ADJ,O
público,_,_,NOUN,O
proyecto,_,_,NOUN,I
sugerían,_,_,AUX,O
Enciclopedia,_,_,PROPN,B
Británica,_,_,PROPN,I
1911,_,_,NOUN,O
tomarlo,_,_,VERB,O
partida,_,_,NOUN,O
rechazó,_,_,VERB,O
Podrías,_,_,AUX,B
Julio,_,_,PROPN,B
César,_,_,PROPN,I
,_,_,NUM,B
,false[32],Named Entity[32],NUM,B
respuesta,_,_,NOUN,O
evolucionan,_,_,VERB,I
creo,_,_,VERB,O
prueba,_,_,NOUN,O
enfatiza,_,_,VERB,O
foros,_,_,NOUN,O
largamente,_,_,ADV,O
poseídos,_,_,VERB,O
dictatorial,_,_,ADJ,O
expresar,_,_,VERB,O
Anna,_,_,PROPN,B
Torres,_,_,PROPN,I
ejecutiva,_,_,ADJ,O
cruce,_,_,NOUN,O
Cualquiera,_,_,PRON,B
fundamentar,_,_,VERB,O
aporte,_,_,NOUN,O
confiables,_,_,ADJ,O
herramientas,_,_,NOUN,O
sesgo,_,_,NOUN,O
discusión,_,_,NOUN,O
reconocido,_,_,VERB,O
inician,_,_,VERB,O
pujas,_,_,NOUN,O
maneras,_,_,NOUN,O
diferencial,_,_,ADJ,O
visitado,_,_,VERB,O
empresario,_,_,NOUN,O
Martín,_,_,PROPN,B
Varsavsky,_,_,PROPN,I
Varsavsky,_,_,PROPN,B
Varsavsky,_,_,PROPN,O
portal,_,_,NOUN,O
Educ.ar,_,_,PROPN,B
2009,_,_,NOUN,O
especial,_,_,ADJ,O
casamiento,_,_,NOUN,O
contarle,_,_,PROPN,O
dificultades,_,_,NOUN,O
atravesaba,_,_,VERB,O
intentando,_,_,AUX,O
asegurar,_,_,VERB,O
habíamos,_,_,AUX,O
distribuido,_,_,VERB,O
colegios,_,_,NOUN,O
sorprendió,_,_,VERB,O
offline,false,Insertion,NOUN,O
desafío,_,_,NOUN,I
meter,_,_,VERB,O
soporte,_,_,NOUN,O
entra,_,_,VERB,O
desarrollar,_,_,VERB,O
proporcionara,_,_,VERB,O
utilizando,_,_,AUX,O
abierto,_,_,ADJ,O
selfmademan,_,_,PROPN,O
refiere,_,_,VERB,O
Él,_,_,PRON,B
autoeducado,_,_,ADJ,O
creó,_,_,VERB,O
aprender,_,_,VERB,O
esté,_,_,VERB,O
pudiéramos,_,_,VERB,O
inconcebible,_,_,ADJ,O
cierra,_,_,VERB,O
Controversia,_,_,PROPN,O
utilidad,_,_,NOUN,O
cuestiona,_,_,VERB,O
calidad,_,_,NOUN,O
allí,_,_,ADV,O
erróneos,_,_,ADJ,O
malintencionados,_,_,ADJ,O
análisis,_,_,NOUN,O
estudiado,_,_,VERB,O
tesis,_,_,NOUN,O
doctorales,_,_,ADJ,O
trabajos,_,_,NOUN,O
universitarios,_,_,ADJ,O
documental,_,_,NOUN,O
holandés,_,_,ADJ,O
Truth,false[31],Named Entity[31],PROPN,I
According,false[31],Named Entity[31],PROPN,I
examina,_,_,VERB,O
fiabilidad,_,_,NOUN,O
dicotomía,_,_,NOUN,O
aficionados,_,_,ADJ,O
Santiago,_,_,PROPN,B
Kalinowski,_,_,PROPN,I
departamento,_,_,NOUN,O
Investigaciones,_,_,PROPN,B
Lingüísticas,_,_,PROPN,I
Filológicas,_,_,PROPN,B
Letras,_,_,PROPN,I
resultados,_,_,NOUN,O
extraer,_,_,VERB,O
difieren,_,_,VERB,O
justo,_,_,ADJ,O
criticar,_,_,VERB,O
alabar,_,_,VERB,O
cuerpo,_,_,NOUN,O
encontrarse,_,_,NOUN,O
malos,_,_,ADJ,O
excelentes,_,_,ADJ,O
obras,_,_,NOUN,O
curadas,_,_,ADJ,O
específicos,_,_,ADJ,O
específicos,_,_,ADJ,I
opina,_,_,VERB,O
lingüista,_,_,NOUN,I
obra,_,_,NOUN,O
superior,_,_,ADJ,O
usuario,_,_,NOUN,O
distinguir,_,_,VERB,O
buenos,_,_,ADJ,O
pararía,_,_,VERB,O
detractor,_,_,NOUN,O
abarcativa,_,_,ADJ,O
útil,_,_,ADJ,O
esparcir,_,_,VERB,O
Asumir,_,_,VERB,O
Éste,_,_,PRON,B
unió,_,_,VERB,O
codirector,_,_,NOUN,O
Operator,false[32],Named Entity[32],PROPN,I
TPO,false[32],Named Entity[32],PROPN,B
telefonía,_,_,NOUN,O
telefonía,_,_,NOUN,I
autoproclama,_,_,VERB,O
telefónica,_,_,PROPN,O
ética,_,_,ADJ,O
ética,_,_,NOUN,O
cobra,_,_,VERB,O
dona,_,_,VERB,O
decide,_,_,VERB,O
compromete,_,_,VERB,O
donar,_,_,VERB,O
distinta,_,_,ADJ,O
Mucho,_,_,ADV,O
conversar,_,_,VERB,O
organismos,_,_,NOUN,O
negocio,_,_,NOUN,O
expandirá,_,_,VERB,O
mercados,_,_,NOUN,O
definidos,_,_,ADJ,O
impacta,_,_,VERB,O
habituado,_,_,ADJ,O
part-time,false,Insertion,NOUN,O
dejaré,_,_,AUX,O
Quizá,_,_,ADV,O
buenas,_,_,ADJ,O
noticias,_,_,NOUN,O
bromea,_,_,VERB,O
ligado,_,_,ADJ,I
ligado,_,_,ADJ,O
Zero,_,_,PROPN,I
negociando,_,_,VERB,O
operadoras,_,_,NOUN,O
telefónicas,_,_,ADJ,O
cargo,_,_,NOUN,O
regiones,_,_,NOUN,O
teléfonos,_,_,NOUN,O
penetración,_,_,NOUN,O
personalidades,_,_,NOUN,O
caben,_,_,VERB,O
vocero,_,_,NOUN,O
regulación,_,_,NOUN,O
Tomó,_,_,VERB,B
preponderante,_,_,ADV,O
Corte,_,_,PROPN,B
europea,_,_,PROPN,I
exigió,_,_,VERB,O
desarrolle,_,_,VERB,O
mecanismos,_,_,NOUN,O
tengan,_,_,VERB,O
olvido,_,_,NOUN,O
pedir,_,_,VERB,O
pedir,_,_,AUX,O
quite,_,_,VERB,O
peligro,_,_,NOUN,O
olvidado,_,_,VERB,O
aparentemente,_,_,ADV,O
censurar,_,_,VERB,O
cierto,_,_,ADJ,I
12.000,_,_,NUM,O
pedidos,_,_,ADJ,O
pedidos,_,_,NOUN,O
procesaría,_,_,VERB,O
Todo,_,_,PRON,B
generará,_,_,VERB,O
avanzar,_,_,VERB,O
lanzar,_,_,VERB,O
formulario,_,_,NOUN,O
retiro,_,_,NOUN,O
comité,true,Insertion,NOUN,O
externos,_,_,ADJ,O
profesores,_,_,NOUN,O
abogados,_,_,NOUN,O
civiles,_,_,ADJ,O
figuras,_,_,NOUN,O
tecnológica,_,_,ADJ,O
podamos,_,_,AUX,O
actuaremos,_,_,VERB,I
requerimientos,_,_,NOUN,I
Haremos,_,_,VERB,B
legisladores,_,_,NOUN,O
Tendrían,_,_,VERB,B
removida,_,_,VERB,O
dominio,_,_,NOUN,O
difamatoria,_,_,ADJ,O
conseguida,_,_,ADJ,O
legal,_,_,ADJ,O
viole,_,_,VERB,O
defendible,_,_,ADJ,O
diciendo,_,_,VERB,O
hablemos,_,_,VERB,O
estamos,_,_,AUX,O
hablando,_,_,VERB,O
supresión,_,_,NOUN,O
visionario,_,_,NOUN,O
liderada,_,_,ADJ,O
dispositivos,_,_,NOUN,O
móviles,_,_,ADJ,O
aplicaciones,_,_,NOUN,O
drástico,_,_,ADJ,O
interfaces,true,Insertion,NOUN,O
televisores,_,_,NOUN,O
Espero,_,_,VERB,B
desaparezcan,_,_,VERB,O
800,_,_,NUM,O
botones,_,_,NOUN,O
controles,_,_,NOUN,O
intuitivo,_,_,ADJ,O
impulsar,_,_,VERB,O
proyectos,_,_,NOUN,O
difusión,_,_,NOUN,O
Dentro,_,_,ADV,B
aumentar,_,_,VERB,I
digitalización,_,_,NOUN,O
archivos,_,_,NOUN,O
capacitación,_,_,NOUN,O
docente,_,_,ADJ,O
talleres,_,_,NOUN,O
esfuerzo,_,_,NOUN,O
promover,_,_,VERB,O
instituciones,_,_,NOUN,O
culturales,_,_,ADJ,O
íntimamente,_,_,ADV,O
democratización,_,_,NOUN,O
bibliotecas,_,_,NOUN,I
museos,_,_,NOUN,O
galerías,_,_,NOUN,O
aliados,_,_,NOUN,O
esenciales,_,_,ADJ,O
verdaderamente,_,_,ADV,O
participativa,_,_,ADJ,O
relevancia,_,_,NOUN,O
producción,_,_,NOUN,O
cultural,_,_,ADJ,O
autóctona,_,_,PROPN,O
realizó,_,_,VERB,O
Editatón,_,_,PROPN,B
Exilio,_,_,PROPN,B
sobrevivientes,_,_,NOUN,O
desarraigo,_,_,NOUN,O
posguerra,_,_,NOUN,O
evento,_,_,NOUN,I
simultáneo,_,_,NOUN,O
recuperar,_,_,VERB,O
capital,_,_,NOUN,O
exiliados,_,_,ADJ,O
españoles,_,_,ADJ,O
encontraron,_,_,VERB,O
participaron,_,_,VERB,O
